#4Help Main Categories,Sub-Category,Sub Sub-category,Name of Service,Hot Line or Help Line Phone Number or Fax Number,Street Address,City or Town,State,ZipCode,Keyword Using Categories,Business Phone Number,Website,Services Provided,Brief Description,Contact Person,Contact Person Email
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Arkansas State Dental Association

",34988844,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",34988844,https://www.nwacasa.org/,DescriptionProvides free dental services for children and adults once a year. Extractions and fillings are included. No cleanings provided.,DescriptionProvides free dental services for children and adults once a year. Extractions and fillings are included. No cleanings provided.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," CASA of Northwest Arkansas

",42389137,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",42389137,https://www.svdpmtc.org/,DescriptionCourt Appointed Special Advocates serving abused and neglected children in Northwest Arkansas until they reach a safe and permanent home.,DescriptionCourt Appointed Special Advocates serving abused and neglected children in Northwest Arkansas until they reach a safe and permanent home.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Society of Saint Vincent De Paul

",34988491,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",34988491,https://www.facebook.com/lglesia-de-Cristo-Miel-Lowell-Ar,"DescriptionProvide loving and compassionate interest in individuals.  If that interest calls for food, clothing or other assistance, so be it. However, it is in the loving where contact with Christ emerges. That contact with Christ is what separates the Society of St. Vincent de Paul from just another social agency.","DescriptionProvide loving and compassionate interest in individuals.  If that interest calls for food, clothing or other assistance, so be it. However, it is in the loving where contact with Christ emerges. That contact with Christ is what separates the Society of St. Vincent de Paul from just another social agency.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," lglesia De Cristo Miel - Lowell

",41192333,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",41192333,https://www.unitedwaynwa.org,DescriptionAgency is a church that provides services for the community.,DescriptionAgency is a church that provides services for the community.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," United Way of Northwest Arkansas

",34988974,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",34988974,https://www.elmspringschurch.org,DescriptionAdministrative Office,DescriptionAdministrative Office,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Elm Springs United Methodist Church

",34988743,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",34988743,https://www.fbcrogers.org,DescriptionAgency is a church that offers basic needs assistance/referrals for the community.,DescriptionAgency is a church that offers basic needs assistance/referrals for the community.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," First Baptist Church of Rogers

",34988702,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",34988702,N/A,DescriptionAgency is a church that serves the community.,DescriptionAgency is a church that serves the community.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Woodland Research Northwest

",57699861,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",57699861,https://www.rogersspanish22.adventistchurchconnect.org,"DescriptionAgency is an inpatient and outpatient research clinic which conducts a mix of Early Phase (I/Ib) and Late Phase (II/III) trials.  The site specializes in psychiatric and Alzheimer’s Disease research, but also conducts trials in a variety of general medical indications.","DescriptionAgency is an inpatient and outpatient research clinic which conducts a mix of Early Phase (I/Ib) and Late Phase (II/III) trials.  The site specializes in psychiatric and Alzheimer’s Disease research, but also conducts trials in a variety of general medical indications.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Rogers Spanish Seventh Day Adventist Church

",41034219,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",41034219,https://www.samcc.org,DescriptionAgency is a church that provides services for the community.,DescriptionAgency is a church that provides services for the community.,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Samaritan Community Center

",34988966,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",34988966,https://www.micahshousenwa.org,"DescriptionProvides a food pantry, lunch cafe, SnackPacks for kids and free adult dental care.","DescriptionProvides a food pantry, lunch cafe, SnackPacks for kids and free adult dental care.",N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Micah 6:8 Ministries

",39785237,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",39785237,https://www.svdpmtc.org/food-pantry,DescriptionProvides a progressive independent living and mentoring program for young men between 18 and 25 aging out of foster care and/or facing homelessness. ,DescriptionProvides a progressive independent living and mentoring program for young men between 18 and 25 aging out of foster care and/or facing homelessness. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Society of St. Vincent De Paul Food Pantry

",54658923,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",54658923,https://www.SoulsHarborNWA.org,DescriptionAgency provides a food pantry. ,DescriptionAgency provides a food pantry. ,N/A,N/A
ARKANSAS,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs","Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs"," Souls Harbor

",34988356,N/A,N/A,N/A,N/A,"Crisis HotLine,Emergency Services,domestic violence,food,health,legal assistant,health program,school programs",34988356,https://cwjcnwa.org,DescriptionShelter,DescriptionShelter,N/A,N/A
