#4Help Main Categories,Sub-Category,Sub Sub-category,Name of Service,Hot Line or Help Line Phone Number or Fax Number,Street Address,City or Town,State,ZipCode,Keyword Using Categories,Business Phone Number,Website,Services Provided,Brief Description,Contact Person,Contact Person Email
California,"Comprehensive Disability Related Employment Programs, , ","Comprehensive Disability Related Employment Programs, , ",  Bakersfield Association for Retarded Citizens on the Move,661-834-2272,2240 South Union AvenueBakersfield,Bakersfield,CA,93307,"Comprehensive Disability Related Employment Programs, , ",661-834-2272,http://www.barc-inc.org,Disabled adults ,"Description	Provides job-training and work opportunities.",N/A,dkyle@barc-inc.org
California,"Grandparent Rights, Guardianship Assistance, , ","Grandparent Rights, Guardianship Assistance, , ", Guardianship Caregiver Project,661-334-4663,615 California AvenueBakersfield,Bakersfield,CA,93304,"Grandparent Rights, Guardianship Assistance, , ",661-334-4663,http://gbla.org,Grandparents or extended family members of children 0-5. ,"DescriptionProvides legal and case management services to eligible caregivers who would like to obtain guardianship of a child age five or younger (and their older siblings), in order to prevent abuse or neglect. ",Ann Sanchez                                       Project Coordinator                               ,gbla@lightspeed.net
California,", ",", ", H.E.A.R.T.S Connection Family Resource Center,800-210-7633,200 S. Montclair St.,N/A,CA,93309,", ",800-210-7633,http://www.heartsfrc.org,Families and children with special needs ,"Description Provides emotional and educational support to parents of children who have or are at risk of having a disability including: hospitalizations, physical therapy, speech therapy, special education, an extensive resource library, support groups, assistance with Individualized Educational Plans (IEP), host sibling activities, and family fun days.          ",Susan Graham                                Director                            661- 328-9055 ext 304,aime_guerrero@heartsfrc.org
California,", ",", "," Habitat For Humanity, Golden Empire",N/A,1500  East 19th StreetBakersfield,Bakersfield,CA,93305,", ",N/A,http://www.habitatbakersfield.org,Low income families  ,DescriptionAssists with self-help housing.,Dennis Wallace                                    Executive Director                                ,info@bakersfieldhabitat.org
California,"Subsidized Home Acquisition, Volunteer Opportunities, , ","Subsidized Home Acquisition, Volunteer Opportunities, , "," Habitat For Humanity, Golden Empire",661-861-8449,1500 East 19th StreetBakersfield,Bakersfield,CA,93305,"Subsidized Home Acquisition, Volunteer Opportunities, , ",661-861-8449,http://www.habitatbakersfield.org,Low income families ,DescriptionAssist groups of low-income families in building their own homes. Each family is expected to contribute at least 700 hours of labor in building homes for themselves and other qualifying families. ,N/A,cassief@habitatbakersfield.org
California,"Ambulance Services, , ","Ambulance Services, , ", Hall Ambulance Service Incorporated,661-327-4111,1001 21st StBakersfield,StBakersfield,CA,93301,"Ambulance Services, , ",661-327-4111,http://www.hallamb.com,Open to the public ,Description Provides ambulance medical transportation for emergency and non-emergency conditions.,N/A,corumm@hallamb.com
California,", ",", ", Hall Ambulance Service Incorporated,661-327-4994,2001 O StreetBakersfield,Bakersfield,CA,93301,", ",661-327-4994,http://www.hallamb.com,Open to the public ,DescriptionProvides ambulance medical transportation for emergency and non-emergency conditions.,Lavonne C. Hall                               President and CEO                           (661) 322-1625,surfacej@hallamb.com
California,"Head Start, , ","Head Start, , "," Head Start, Alberta Dillard",661-366-3774,5704 Pioneer DriveBakersfield,Bakersfield,CA,93306,"Head Start, , ",661-366-3774,http://www.capk.org,Children 6 weeks to 5 years old  ,"DescriptionProvides a variety of educational activities, access to free medical and dental care, healthy meals and snacks, and indoor and outdoor activities. Services for children focus on education, socio-emotional development, physical and mental health, and nutrition. Services are offered to meet the special needs of children with disabilities.",Yolanda Gonzales                                  Director,info@capk.org
California,"Head Start, , ","Head Start, , "," Head Start, Alicante",661-845-3901,7998 Alicante AvenueLamont,Lamont,CA,93241,"Head Start, , ",661-845-3901,http://www.capk.org,Between the ages of zero and five years old  ,"DescriptionProvides a variety of educational activities, access to free medical and dental care, healthy meals and snacks, and indoor and outdoor activities. Services for children focus on education, socio-emotional development, physical and mental health, and nutrition. Services are offered to meet the special needs of children with disabilities.",N/A,info@capk.org
California,"Head Start, , ","Head Start, , "," Head Start, Buttonwillow",661-764-6812,400 Mckittrick HighwayButtonwillow,Willow,CA,93206,"Head Start, , ",661-764-6812,http://www.capk.org,Children 6 weeks to 5 years old  ,"DescriptionProvides a variety of educational activities, healthy meals, and indoor and outdoor activities. Services for children focus on education, socio-emotional development, physical and mental health, and nutrition. Services are offered to meet the special needs of children.",N/A,info@capk.org
California,"Head Start, , ","Head Start, , "," Head Start, California City",760-373-7605,9124 Catalpa AvenueCalifornia City,City,CA,93505,"Head Start, , ",760-373-7605,http://www.capk.org,Children 6 weeks to 5 years old  ,"DescriptionProvides a variety of educational activities, healthy meals, and indoor and outdoor activities. Services for children focus on education, socio-emotional development, physical and mental health, and nutrition. Services are offered to meet the special needs of children.",N/A,info@capk.org
California,"Head Start, , ","Head Start, , "," Head Start, Casa Loma",661-835-5430,525 East Casa Loma DriveBakersfield,Bakersfield,CA,93307,"Head Start, , ",661-835-5430,http://www.capk.org,Children 6 weeks to 5 years old  ,"DescriptionProvides a variety of educational activities, healthy meals, and indoor and outdoor activities. Services for children focus on education, socio-emotional development, physical and mental health, and nutrition. Services are offered to meet the special needs of children.",N/A,info@capk.org
California,"Head Start, , ","Head Start, , "," Head Start, Cleo Foran",661-336-5272,1410 11th StreetBakersfield,Bakersfield,CA,93301,"Head Start, , ",661-336-5272,http://www.capk.org,Children 6 weeks to 5 years old  ,"DescriptionProvides a variety of educational activities, healthy meals, and indoor and outdoor activities. Services for children focus on education, socio-emotional development, physical and mental health, and nutrition. Services are offered to meet the special needs of children.",N/A,info@capk.org
California,"Early Head Start, Head Start, , ","Early Head Start, Head Start, , "," Head Start, Delano",661-725-8952,1835 Cecil AvenueDelano,Delano,CA,93215,"Early Head Start, Head Start, , ",661-725-8952,http://www.capk.org,Children 6 weeks to 5 years old  ,"DescriptionProvides a variety of educational activities, healthy meals, and indoor and outdoor activities. Services for children focus on education, socio-emotional development, physical and mental health, and nutrition. Services are offered to meet the special needs of children.",N/A,info@capk.org
California,"Head Start, , ","Head Start, , "," Head Start, Fairview",661-835-5440,425 East Fairview RoadBakersfield,Bakersfield,CA,93307,"Head Start, , ",661-835-5440,http://www.capk.org,Children 6 weeks to 5 years old  ,"DescriptionProvides a variety of educational activities, healthy meals, and indoor and outdoor activities. Services for children focus on education, socio-emotional development, physical and mental health, and nutrition. Services are offered to meet the special needs of children.",N/A,info@capk.org
California,"Head Start, , ","Head Start, , "," Head Start, Franklin",661-336-0317,2400 Truxtun AvenueBakersfield,Bakersfield,CA,93301,"Head Start, , ",661-336-0317,http://www.capk.org,Children 6 weeks to 5 years old  ,"DescriptionProvides a variety of educational activities, healthy meals, and indoor and outdoor activities. Services for children focus on education, socio-emotional development, physical and mental health, and nutrition. Services are offered to meet the special needs of children.",N/A,info@capk.org
California,"Head Start, , ","Head Start, , "," Head Start, Heritage Park",661-873-1921,2320 Mount Vernon AvenueBakersfield,Bakersfield,CA,93306,"Head Start, , ",661-873-1921,http://www.capk.org,Children 6 weeks to 5 years old  ,"DescriptionProvides a variety of educational activities, healthy meals, and indoor and outdoor activities. Services for children focus on education, socio-emotional development, physical and mental health, and nutrition. Services are offered to meet the special needs of children.",N/A,info@capk.org
California,"Early Head Start, Head Start, , ","Early Head Start, Head Start, , "," Head Start, Home Base",800-701-7060,5055 California Avenue,N/A,CA,93309,"Early Head Start, Head Start, , ",800-701-7060,http://www.capk.org,Children 6 weeks to 5 years old  ,DescriptionProvides children and families with weekly home visits and a home-based educator who provides in-home comprehensive services.,N/A,info@capk.org
California,"Head Start, , ","Head Start, , "," Head Start, Lamont",661-845-0379,8201 Palm AvenueLamont,Lamont,CA,93241,"Head Start, , ",661-845-0379,http://www.capk.org,Children 6 weeks to 5 years old  ,"DescriptionProvides a variety of educational activities, healthy meals, and indoor and outdoor activities. Services for children focus on education, socio-emotional development, physical and mental health, and nutrition. Services are offered to meet the special needs of children.",N/A,info@capk.org
California,"Head Start, , ","Head Start, , "," Head Start, Lost Hills",661-797-1062,21109 Paso Robles HighwayLost Hills,Hills,CA,93249,"Head Start, , ",661-797-1062,http://www.capk.org,Children 6 weeks to 5 years old ,"DescriptionProvides a variety of educational activities, healthy meals, and indoor and outdoor activities. Services for children focus on education, socio-emotional development, physical and mental health, and nutrition. Services are offered to meet the special needs of children.",N/A,info@capk.org
California,"Head Start, , ","Head Start, , "," Head Start, Martha J Morgan Center",661-873-2262,3811 River BoulevardBakersfield,Bakersfield,CA,93305,"Head Start, , ",661-873-2262,http://www.capk.org,Children 6 weeks to 5 years old  ,"DescriptionProvides a variety of educational activities, healthy meals, and indoor and outdoor activities. Services for children focus on education, socio-emotional development, physical and mental health, and nutrition. Services are offered to meet the special needs of children.",N/A,info@capk.org
California,"Head Start, , ","Head Start, , "," Head Start, McFarland",661-792-2164,410 East Perkins AvenueMcfarland,Mcfarland,CA,93250,"Head Start, , ",661-792-2164,http://www.capk.com,Children 6 weeks to 5 years old  ,"DescriptionProvides a variety of educational activities, healthy meals, and indoor and outdoor activities. Services for children focus on education, socio-emotional development, physical and mental health, and nutrition. Services are offered to meet the special needs of children.",N/A,info@capk.org
